content,score,label
best lah improve terus ya,5,positif
excellent,5,positif
Anjay mobile jkn,5,positif
proses cepat,5,positif
terimakasih sudah sangat membantu,5,positif
Jkn sampah verifikasi wajah gagal terus,1,negatif
dimohon utk pihak apk'nya utk slalu dapat memberikan informasi terkait situasi dan kebutuhan kesehatan yg harusnya dapat betul-betul sebagai fasilitas yg memadai dan sesuai keperluan sehingga bener-bener bermanfaat utk warga masyarakat yg memerlukannya.,3,netral
"lama! kode verifikasi ga ada Mulu lewat no hp, padahal no nya ada kartu nya ada, ga ada terus, udh ganti no berkali kali, yg adek yang ortu ga ada terus ah no verifikasi nya! lewat email bisa tuh ,kenapa di no ga bisa ,gimana mau registrasi gini aja lemot aplikasi nya! pelayanan kalau mau pke aplikasi yang becus sistem apk nya jangan bkin lelet masyarakat!",1,negatif
ok,5,positif
aplikasi yg membuat pusing doang ini mah. masa tiba2 kk gak bisa kepake udh tak benerin di dukcapil masih kaga bisa. kenapa sih sekarang brobat pake ginian segala. di persulit,1,negatif
jln mantap,4,positif
bagus dan sangat membantu,4,positif
mantap,5,positif
mantap,5,positif
ok banget,5,positif
"aplikasi apaan, g guna kode verifikasi nmr hp sama email buat daftar g masuk""",1,negatif
"aplikasi ga guna dah pake jkn tp tetep antri pdhl dah ada no.antrian dan jam nya di aplikasi ttep aja harus dateng pagi dan dftar antri lagi apa beda nya sama dftar manual. fungsi aplikasi nya apa, cuma bisa di liat data nya doank malah pas mau scan barcode malah gelap saya buka scan aplikasi lain bisa kok",1,positif
sangat membantu mengetahui tentang pelayanan kesehatan,5,positif
Bagus,5,positif
Mantap Dan Luar Biasa,5,positif
"Aplikasi nya sangat membantu sekali,,mantap lach👍👍👍",5,positif
ok membantu,5,positif
bagus,5,positif
"aplikasi apaan kirim kode otp lewat SMS lama banget kaga jelas,saya sudah 3x kirim kaga masuk²",1,negatif
Mantap,5,positif
mantap,5,positif
"Aplikasi negara rasa tugas anak PKL Nulis “demam” aja dibilang pakai karakter spesial. Serius? Huruf doang loh. Udah coba ulang, ganti HP, tetap error. Ini aplikasi pelayanan kesehatan atau jebakan stres? Kalau cuma bikin orang emosi pas anak sakit, mending gak usah ada. Tim developernya ngetes dulu gak sih sebelum rilis?",1,negatif
"okee, sangat membantu, tingkatkan lagi",5,positif
aplikasi gak jelas bikin emosi,1,negatif
baik dan cepat pelayanannya,5,positif
heran aplikasi ini di urus gak sih.. kenapa bug terus... kata nya apa2 mesti online tp penyedia aplikasi nya modelan begini hadeehhh..sering error,1,negatif
"sangat buruk, 2 hari login ga pernah bisa..perbaiki doong jgn dibaca doang, ini kaitannya dengan nyawa loh..masa cuma mo dapet antrian aja ribed banget",2,negatif
sangat bagus apknya luar biasa,5,positif
mantap🙏,5,positif
Mantap,5,positif
bagus aplikasinya,5,positif
Kenapa saya tidak bisa melakukan perubahan data lewat aplikasi ini???,1,negatif
"Terima kasih, sangat bermanfaat",5,positif
Siap min,5,positif
Baik,5,positif
memudahkan layanan,5,positif
sangat memuaskan pokonya,5,positif
"pelayanan cepat ,trimakasih",5,positif
sangat membantu mempermudah,5,positif
"Aplikasinya mohon dilengkapi untuk hapus data, supaya bisa digunakan untuk menolong orang lain yang tidak punya hp android untuk daftar Mobile JKN. Ini gara-gara nolongin orang hp kita ngg bisa lagi untuk login mobile jkn",1,negatif
aplikasi tidak bisa update,5,negatif
kereen,5,positif
LG error kah? nge lag parah. kacau,1,negatif
Bagus sekali aplikasi nya,5,positif
keren,5,positif
mau ambil antrian tak bisa,1,negatif
"mau daftar saja tidak bisa, tidak dikasih SMS kode verifikasi nomor hpnya",1,negatif
sangat bermanfaat lanjut ....,5,positif
sangat membantu dengan adanya mobile jkn,4,positif
ada mobile JKN ini sangat membantu suatu saat nanti untuk saya nanti ya.... terimakasih banyak ya.....,5,positif
Ini aplikasi apaan si sering logout sendiri. mengubah data pribadi lewat aplikasi ya aja ga bisa. buat apa ada aplikasinya kalo ga mempermudah dan harus datang langsung ke kantor BPJS.,1,positif
yang buat software aplikasinya buruk,1,negatif
sangat membantu,5,positif
"terimakasih BPJS kab temanggung ,, bagus ramah sekali pelayanannya",5,positif
"maaf sebelumnya, tapi apk-nya kenapa ya error gini udah berkali² nyoba buat dptin nomor verifikasi di SMS tapi ga ada satupun SMS yang masuk. padahal nomor aktif dan saya baca di ulasan ini banyak juga yang sama keluhannya, padahal waktu pake email dapat nomor verifikasi-nya tapi giliran pake nomor telp malah ga ada. udah nungguin nyampe 2 jam dan ganti nomor yang lain juga tetap sama, tolong dong kebijakannya untuk memperbaiki aplikasi ini. sangat mempersulit dan tidak pantas.",1,negatif
bagus,4,positif
EFFESIEN,5,positif
makasih atas perubahan lokasi nya,5,positif
Aplikasi yg sangat lengkap jelas dan mudah dimengerti,5,positif
"ini niat ga sih bikin aplikasi, cuma ngabisin anggaran negara aja, saya daftar masukin no hp cuman otp ga di kirim2 untuk verifikasi. Aplikasinya lebih bagus tidak usah dibuat, tidak membantu, dan sangat tidak berguna.",1,positif
Sangat terbantu dengan aplikasi ini.Mudah dan juga sangat gampang dimengerti aplikasi nya.,5,positif
mantap,5,positif
"ini gmna udh masukin no telpon buat dapet no otp nya, tapi ga ada pesan masuk kode otp nya padahal udh nunggu lama",1,negatif
mantap.,5,positif
"ni apk gjls, nyuruh masukin no tlp giliran ud msukin no tlp kode verifikasi ga muncul tp pulsa uda kesedot bbrp kali grgr ngulang ngulang mulu",1,negatif
mudah,5,positif
Ok la.. pokoknys,5,positif
bagus banget,5,positif
kode otp nya nggak keluar keluar tolong di perbaiki ni aplikasi,1,positif
Bisa dicoba dengan mudah pengoperasiannya,5,positif
berhari² nyoba daftar akun susah bener,2,negatif
aplikasi gak jelas lupa kata sandi menggunakan SMS tidak masuk udah nunggu 5 menit belum masuk juga SMS kalau gak becus bikin aplikasi jangan lewat online #IndonesiaCemas2045,1,negatif
susah verifikasi nomor hp nya,1,negatif
ok,5,positif
ok,5,positif
terimakasih mobile JKN sudah mempermudah saya dalam membuat kartu BPJS secara online. sukses selalu dan jangan lupa tetap ramah ketika kami meminta informasi.,5,positif
"kok otp sms nya ga masuk masuk, coba fix dong😭",2,positif
mudah jadi praktis,5,positif
nunngu kode otp nggak di kirim2,1,negatif
"berobat sekarang aja harus di persulit, kalau orgtua yg berobat atau keluarga ga mampu dgn hp yg ga memadai bagaimana? aplikasi juga sering eror dan susah di mengerti",1,negatif
bagus,5,positif
mantap dan bagus sekali,5,positif
bagus,5,positif
kagak jelas gua coba berulang kali gagal Mulu ini maunya gimana.anda belum terdaftar sebagai peserta gajelassssss,1,negatif
"pelayanan masyarakat mudah,, Alhamdulillah wasyukurilaah sehat kewaraasan 🥰",5,positif
sangat bagus,5,positif
sangat membantu utk pengecekan dak perubahan data bpjs,5,positif
mudah dan cepat dalam menggunakan aplikasi ini,5,positif
mohon maaf.. aplikasi ini sbtulnya bagus. tp sayang sekali agak membuat ribet .. 1. kenapa mendaftar berobat harus pakai aplikasi dulu??? lebih praktis menggunakan kartu fisik atau NIK seperti aturan sebelumnya. ok lah utk anak muda pasti bisa akses jkn mobile. tp utk yg tua berumur bagaimana??? 2. aplikasi ini sering eror.. 3. perubahan data mengapa d persulit?? sy mau ganti nomer tlp yg terdaftar knp susah???,1,negatif
"Mudah di gunakan, fiturnya juga lengkap",5,positif
good,5,positif
kecewa,1,negatif
masa harus pake pulsa si 😭😭,1,negatif
Baru daftar status kok gk aktif?,1,positif
ko saya tidak dapat no otp ya..no sudah benar.pulsa juga sudah ada..mo verivikasi saya,3,netral
membantu tanpa antri,5,positif
bagus,5,positif
"tidak menerima kode otp saat mendaftar, sudah ganti kartu 3x sama saja",2,negatif
sangat membantu,5,positif
mantapppll,5,positif
baik,5,positif
mudah,5,positif
sangat membantu,5,positif
keren,5,positif
"aplikasi ga jelas, mau verifikasi malah dikirim ke nomor lain, pake email ga bisa, pake muka ga bisa juga.",1,negatif
bagus,5,positif
👌👌👌👌,5,positif
sudah update lumayan baik,5,positif
pelayanan bagus bngett,5,positif
"sangat membantu, informasi lengkap",5,positif
Ok,5,positif
"mantap apk mobile JKN ini sangat membantu ..buat info kesehatan dan lain"" maksih 😊",5,positif
aplikasi ini sangat membantu sekali,5,positif
mantap,5,positif
Mantap,5,positif
ga bisa login apalah di persulit bjir,1,negatif
"mau verifikasi muka aja susahnya minta ampun,dancookkkkkkkkkkkkk",1,negatif
ko kode verifikasi no hp via sms nya ga muncul2,1,negatif
verifikasi wajahnya sangat menyulitkan dan tidak berfungsi dengan baik. lbh baik pake verifikasi otp aja. perbaiki min.,3,netral
"tidak bisa input no nik di menu tambah peserta,tolong di perbaiki",3,netral
Alhamdulillah proses sangat cepat,5,positif
sangat membantu,5,positif
harus update tapi ga bisa masuk....nyoba dihapus malah ga bisa ke instal....parahhhh,1,negatif
keren,5,positif
aplikasi yang sangat membantu,5,positif
satpam ramah bgd,5,positif
sangat membntu,5,positif
"Aplikasi kok begini ya, mau verifikaai otp sudah berulang kali gak ada pesan masuk. Perbaiki lagi!",3,positif
"oke bagus, pelayanan di tempat bpjs sigap",5,positif
"hadehhh,,,, nunggu 3 menit buat kode otp pas waktu udah habis nggak ada juga, padahal no hp udah bener",1,negatif
"GK ada satupun aplikasi pemerintah yg waras,aplikasi error trus aja dipake",1,negatif
"aplikasi yg sangat luar biasa,,jadi tdak perlu repot² buat ke kantor BPJS,lewat aplikasi ini semua cepat banget🤗🤗🙏",5,positif
"saya mau daftar aja susah verifikasi otp ga di kirim"" gimna mau daftar coba",1,negatif
"bagus banget praktis,tp saya rekomendasikan langsung ke web resminya lebih lengkap penganganya",5,positif
sangat membantu,5,positif
lebih mudah aksesnya,5,positif
oke,5,positif
bagus,5,positif
mudah saat mau perubahan data,5,positif
bagus,5,positif
kalau mau nambahin peserta yg mna ya fiturnya 🙏 bisa d jelaskan,3,netral
"Aplikasi paling gak bener yang pernah ada. Ehh gak heran sih soalnya punya lembaga pemerintahan. Kode OTP aja gak masuk masuk, udah pindah HP sana sini.",1,negatif
sangat membantu sekali apk ini tetap sehat diri ini,5,positif
perpindahan faskes yang mudah,5,positif
ok bgd satpam,5,positif
ramah baik,5,positif
👌,5,positif
urusan kesehatan keluarga lebih gampang prosesnya dengan apk mobile jkn,5,positif
bugnya di benerin verifikasi wajah ama no hp ga bisa bisa aneh bgt,1,negatif
"aplikasi pemerintah ga ada yg bener, mau login aja ribet banget",1,negatif
Respond perubahan data cukup cepat dan sangat simpel. Verifikasi untuk hasilnya waktu menunggunya yg harus dipersingkat / cukup lama.,4,positif
membantu sekali,5,positif
Kenapa saya mau registrasi gak bisa,1,negatif
satpam nya pelayanan ramah,5,positif
membantu pengobatan,5,positif
aplikasinya buruk banget. verifikasi wajah gagal terus.,1,negatif
"APLIKASI YG SANGAT SANGAT TIDAK BERGUNA DAN SANGAT TIDAK BERMANFAAT,MSH BNYK MINES NYAA,TIDAK ADA PERKEMBAGA SAMA SKLI PDHL YG KRITIK KRITIS UDH BNYKK TPI GK ADA KESADARAN ATAU DIBENAHI APLIKSNYA,HAPUSS SAJAA LAH KLO GK NIAT MAH",1,negatif
bagus,5,positif
👍🏻👍🏻👍🏻,5,positif
Apa sihh nga jelas udah di tunggu kode verifikasi nya ber jam jam tapi nga di kirim kirim sistem nya kocak nga jelas urus dlu itu sistemnya nga ada respon kirim verifikasi nya INI SIH NGA MEMUDAHKAN TAPI MENYULITKAN LAGI!!!,1,positif
nunggu nomor verifikasi udah sebulan gak ada kabar.trus kau reset password gimana kalau nomor verifikasi aja gak ada,1,negatif
nays,5,positif
untuk verivikasi data harus selvi tp gak jadi2 ribed,1,negatif
oke dah pokoknya,5,positif
"suruh nunggu kode otp lewat sms ga muncul muncul, hadeehhh",1,negatif
layanan sugguh busuk,1,negatif
aplikasi ngg bisa dibuka... mau daftar sampai di isian captcha ngg bisa ngisi.... kode captcha ngg muncul.....ngg jelas banget... padahal pihak RS kok mewajibkan daftar antrian hrs pakai jkn mobile ...,2,positif
good 👍⭐⭐⭐⭐⭐,5,positif
Aplikasi good,5,positif
mudah dipahami,5,positif
bagus sangat berarti jkn mobile,5,positif
bagus dan cepat,5,positif
buruk sekali gak apk jkn ga di wa juga sama pelayanan buruk mau log in aj kirim kode verifikasi ga ad dikirim bolak balik itu terus ga ad dikirim,1,negatif
gx jelas,1,negatif
ngikut aja saya mah yg bbaik,5,positif
Aplikasi pemerintah kok gini daftar masuk susah buka halaman lain yg udah di isi ilang harus isi form dr awal verifikasi lemot... Mau sehat kok susah.. isi keluhan di form ga bisa di kirim.. gak mau di kritik apa gimana... aplikasi mahal gak beres...,1,negatif
"gak jelas, niat gak seh bikin aplikasi",1,negatif
tiba2 aplikasi log out dengan sendirinya coba masuk kembali susah dengan alasan pasword salah kemudian tidak masuk kembali tolong lah ini aplikasi di buat lebih bagus lagi,2,negatif
sangat membantu saya dan keluarga untuk menerapkan data yang kami butuhkan tanpa harus repot antri ke kantor,5,positif
customer service ga mau kerja,1,negatif
g jelas lama lama...bukan makin bagus,1,positif
gapernah ngrasa punya BPJS tiba tiba di apk tertulis punya tagihan 5 juta mksdnya apa coba gajelas!,1,negatif
memudahkan dalam pelayanan berobat tanpa ribet namun ada beberapa menu fitur yang di kunci seperti penambahan kepesertaan.. nik nya gk bisa di masukkan,4,positif
"bagus dan cepat prosesnya,tidak ribet",5,positif
aplikasi nga jelas,1,negatif
"Dana aja gede aplikasi kek gini, abis kemana duit nya? sekarang wajib pake jkn kalo mau ke Rumasakit gede tapi apk nya kaya gini, orang"" dibelakangnya mempersulit orang yang sedang sakit. tidak bisa membayangkan karma nya",1,negatif
"aplikasi gag jelas registrasi aja susah bgt konfirmasi lewat nmr hp tp gag ada kode masuk, lewat email jg sama aja gaga da pesan masuk di gmail aplikasi telo",1,negatif
ok,5,positif
proses verifikasi dan pengiriman kode otp sangat sangat lama,1,negatif
"aplikasi ini kenapa ya, mau masuk disuruh masukkan NIK DAN PASWORD, setelah dimasukkan malah dibilang nik dan pasword salah, padahal nik dan pasword tidak pernah diganti. mohon penjelasannya.",1,negatif
mantap,5,positif
sangat mudah,5,positif
perbaharuan mulu abis perbaharuan lemot gak bisa d buka..,2,negatif
"down Mulu server nya,gabisa buka ini itu aneh",1,negatif
intinya kecewa,1,negatif
"kok gak bisa diaktifkan, di klick malah gelap, gak jelas dan gak ada pemberitahuan kepada peserta JKN",1,positif
"Aplikasi gaje, sering error",1,negatif
"woiii admin BPJS kerja yg bener dong, urus masalah aplikasi ini aja gk selesai². taunya cuma nagihin tunggakan customer aja lu bisanyaa.. aplikasi gk guna ini sebenernya. mau canggih tp malah nyusahin",1,negatif
"aplikasi gak jelas sering logout sendiri, trus pas mau login server error terus hadeh, begini kalau orang gak paham IT di suruh ngurusin aplikasi",1,negatif
sangat membantu,5,positif
"ga jelas, mau daftar ga bisa, padahal jaringanku lancar lancar aja",1,positif
hari ini pas jadwal kontrol anak²..pas juga aplikasinya eror. minta log in terus,1,negatif
aplikasi nge bug,1,negatif
"aplikasi sangat amat tidak baik tidak membantu memudahkan cenderung ribet , aplikasi di pelihara dong di bikin canggih server nya jangan asal asalan",1,negatif
kalo belum siap era digitalisasi ngga usah di paksain masa biar daftar aja harus error error terus,1,negatif
ERROR TROOOOOOOS!,1,negatif
terimakasih sudah membantu,5,positif
lagi error kaah?? gaak bisa ambil antrean dari tadi.,2,negatif
aplikasi gak jelas banyak bugnya tiba tiba offline padahal masih nyambung ke internet,1,negatif
"aplikasi payah banget, kuota full memori dan ram hp masih banyak tapi tetap gak bisa dibuka , payah pokoknya!!",1,negatif
kadang enga singkron dg faskes pertama. ngomong nya bs daftar lwt mobile jln eh pas datang enga sesuai.,2,negatif
gak jelas ni aplikasi sering error..mau masuk gak bisa...udah login..sering logout sendiri...klo blm bisa bikin aplikasi..gak usah pake aplikasi,1,negatif
Daftar melalui aplikasi sangat sulit sekali seperti mengirim kode otp melalui SMS tidak terkirim sudah mencobanya dengan 4 nomer,1,negatif
"sangat buruk dan eror mulu, hubungi Pandawa juga sama nggak jelas, sangat mengecewakan dan tidak membantu",1,negatif
aplikasi gak bisa di pakai udah nyoba seminggu tapi sama aja gak bisa di pakai sampek bosen,1,negatif
pelayanan sangat baik,5,positif
aplikasi enggak jelas banget mau bayar BPJS eh ada kendala parah banget kirain blom bayar 3 bulan di telpon Mulu kalau kaya gini terus di gratisin aja deh seumur hidup repot apa BPJS sekarang,1,negatif
sering eror...,1,negatif
kalo belum siap dengan kemajuan teknologi manual aja manual malah bikin ribet . bikin aplikasi ga gratis kan kalo mau bikin sekalian yng bagus .,1,negatif
udah tau ada situasi darurat tapi suka eror gak jelas gak bisa ke buka aneh nya dari pihak rumah sakit pake aplikasi ini sedangkan aplikasinya gak jelas eror terus!!!,2,negatif
mempersulit berobat,1,negatif
kalau aplikasi nya gak bisa di gunakan untuk apa ada aplikasi ini? mau daftar ke RS aja ribet banget.daftar di aplikasi nya ngulang² gak bisa.,1,negatif
gajelas udh daftar malah ga bisa ke buka hdeh,1,negatif
"apk tidak bagus,banyak kendala.daftar ke fuskes seharian.bagaimana kalu urgen",1,positif
"ofline terus ini kan hari kerja, mau berobat di bikin sulit",1,negatif
"Aplikasi buruk, mau daftar antrian berobat saja offline terus!!!! ayo dong buat lebih baik lagi aplikasi nya, masa aplikasi pemerintah seperti ini! belajar dong sama aplikasi swasta lainnya!!!",1,negatif
