score,at,content,label
2,2025-05-28 12:28:18,"pegaduan langsung di close seharusnya beri kesempatan untuk bisa unggah kronologi,tolong pelayanan ke publik di perhatikan masa pasien di batasi fungsi jkn online buat apa kalau akhirnya kita di suruh balik lagi besok lusa ,parah",negatif
1,2025-05-28 12:23:03,aplikasi yang sangat tidak membantu untuk berulang kali tidak mendapatkan kode verifikasi,positif
1,2025-05-28 12:17:26,"aplikasi babi yaa ini dahh padahal bpjs udah aktif dan udah pernah masuk aplikasi ini, ehh tahu² keluar sendiri dan sampe sekarang tidak bisa masuk lagi dengan alasan macam²",negatif
5,2025-05-28 12:03:35,Bagus,positif
1,2025-05-28 11:47:31,"saya mau daftar akun,tapi saat verifikasi wajah selalu gagal,mentang"" saya jelek apa",negatif
5,2025-05-28 11:42:56,bagus sekali,positif
5,2025-05-28 11:38:48,sangat bermanfaat,positif
1,2025-05-28 11:35:42,RIBET,negatif
5,2025-05-28 11:34:41,"masa berobat malam hari ke puskesmas tidak bisa menggunakan BPJS, terus apa gunanya bayar perbulan kalo berobat malam hari tidak bisa digunakan, tolong pemerintah di perhatikan untuk oknum2 seperti ini",positif
5,2025-05-28 11:32:53,mantap,positif
5,2025-05-28 11:12:31,Good,positif
5,2025-05-28 11:02:55,mudah digunakan,positif
5,2025-05-28 10:58:56,good,positif
1,2025-05-28 10:54:50,pas daftar di bagian untuk memilih apa yaa tempat medisnya itu ngak bisa di pencet teruss pemilihan lokasi kab/prov nya ngak bisa di pencet kalo yg lain bisa kecuali yang ituu kenapa yaaa udah di coba beberapa kali tetep masalahnya di situu mohon di perbaiki apk ini bagus banget padahal buat mempermudah buat BPJS dari pada harus ke rumah sakit atau klinik buat buat mohon kerjanya,positif
5,2025-05-28 10:45:44,membantu sekali untuk mempermudah di era digital,positif
5,2025-05-28 10:22:24,puas gak pake lama,positif
1,2025-05-28 10:20:39,sering error sendiri saat butuh selalu ada aja gangguan,negatif
5,2025-05-28 10:18:08,Keren. Mudah,positif
5,2025-05-28 10:13:35,Terimakasih...,positif
1,2025-05-28 09:31:08,kenapa verifikasi no handphone saya tidak masuk²?,negatif
5,2025-05-28 09:16:46,membantu,positif
1,2025-05-28 09:14:47,susah banget mau verifikasi,negatif
2,2025-05-28 09:13:59,nunggu verifikasi nomer aja lama bgt. tolong di perbaiki lagi,positif
1,2025-05-28 09:09:01,kode otp selalu tidak masuk mempersulit pengguna yang mambutuhkan,negatif
5,2025-05-28 09:02:15,sangat membantu dengan adanya aplikasi ini terima kasih...,positif
1,2025-05-28 08:56:48,"verifikasi otp nomor lama nya minta ampun, udh coba berkali kali pake beda beda nomor awalnya dikira nomornya yg bermasalah setelah 3 nomor oh apk nya yg bermasalah, sedangkan email verifikasi nya cepet. anehhhhhh",negatif
1,2025-05-28 08:55:32,"ini gimana ya,dh masuk menu daptar poto wajah tpi gk ada tombol klik nya,30 menit pantengin muka,gk kebaca baca sistem,hadeh...bantuan kula mimin..lier aing teh..kolot rwat jalan titah pake m jkn..tpi kie aplikasina...ngapantengan benget 30 menit geh...eweuh hasilna",positif
1,2025-05-28 08:50:57,mau daftrin orgtua jkn. KEPERLUAN BEROBAT SEKALI LAGI KEPERLUAN BEROBAT... namany org sakit ya udh sih jangan d persulit pake apk sgala. udh mah eror mulu. kode otp ga msuk2. hrus verifikasi wajah berkali2 gagal terus. ribet bgt bpjs. plis ni rating jelek bgt. klo g d benerin lama2 pd males lohh ini. tolong dong d benerin ini kode otp g msuk2 pdhl nomor dah bener. wajah aja g bisa2 msuk veriv.,negatif
5,2025-05-28 08:49:10,mantap,positif
5,2025-05-28 08:48:28,preet lahhh...,positif
5,2025-05-28 08:32:02,"Sempat ragu mau instal tapi ga ada cara lain buat kepentingan bpjs. Registrasi sempat nyendat waktu verifikasi nomor telpon karena otp gagal kirim terus. Ternyata gagal kirim otp karena pulsa 1 rupiah. Coba beli pulsa 5000 otp langsung terkirim. Jadi yg susah dapat otp itu karena pulsa tidak cukup untuk biaya sms yang masuk. Pasti bertanya, bukannya terima sms itu gratis? Untuk pengiriman otp itu ada yang memahg harus bayar.",negatif
4,2025-05-28 08:31:05,"Sangat membantu, walaupun dgn beberapa fitur yg kurang pas",positif
5,2025-05-28 08:26:39,good,positif
1,2025-05-28 08:15:15,apk payah verivikasi sulit gadaa niatan utk diperbaiki kah ini?,negatif
1,2025-05-28 08:10:46,"mau daftar tidak bisa, merubah faskes malah alamatnya ikut berubah ke alamat lama. Aplikasi pemerintah gak beres semua.",negatif
5,2025-05-28 08:05:45,Alhamdulillah sangat membantu dalam proses pengurusan dokumen kesehatan..🙏🏻,positif
1,2025-05-28 08:02:48,aplikasi apaan lni mau daftar nunggu kode otp sampai diulang ulang beberapa kali ngga ada masuk kode otp nya.,negatif
5,2025-05-28 07:54:45,sangat puas,positif
1,2025-05-28 07:54:27,tolong lah diperbaiki sebaik baiknyaa banyak bug 🙏🙏🙏🙏🙏🙏,negatif
5,2025-05-28 07:47:48,mudah aplikasinya,positif
5,2025-05-28 07:42:47,bagus,positif
5,2025-05-28 07:36:41,top,positif
1,2025-05-28 07:25:35,bug bug,negatif
2,2025-05-28 07:19:45,mau daftar gak bisa...,negatif
5,2025-05-28 07:16:21,pelayanan sudah baik,positif
4,2025-05-28 07:15:51,aman terkendali,positif
5,2025-05-28 07:09:39,Alhamdulillah,positif
5,2025-05-28 07:07:48,bagus sekali .. pelayanan juga okr,positif
5,2025-05-28 07:05:39,Alhamdulillah mantap....,positif
3,2025-05-28 06:54:42,ini kenapa mau update faskes tidak bisa diakses.. tidak bisa pilih propinsi dan seterusnya..,negatif
5,2025-05-28 06:40:01,"Aplikasi keren 👍, sangat mempermudah untuk mengubah data peserta, tidak perlu cape"" lagi ke kantor BPJS, mau hubungi kantor BPJS nomor telepon pun tersedia diaplikasi ini, super keren, aku kasih bintang 5 Dhe 👍",positif
1,2025-05-28 06:34:09,"mau daftar, tapi verifikasi lewat sms gk bisa terus",negatif
1,2025-05-28 06:33:42,rusak!!! kode verifikasi OTPnya gk kekirim padahal udah ganti2 nomor masih gk bisa,negatif
1,2025-05-28 06:32:00,"aplikasi pea kebanyakan bug, kirim SMS aja lama banget nunggu nya.. paling bener langsung ke kantor nya aja.",negatif
1,2025-05-28 06:28:56,"aplikasi ga jelas , kirim kode verifikasi gagal terusss , Aplikasinya jelek atau cs nya yg ga becus",negatif
1,2025-05-28 06:22:16,"dari kemarin gak bisa masuk semua betul, tapi salah terus...",negatif
1,2025-05-28 06:21:42,login otp g keluar keluar aplikasi busuk,negatif
5,2025-05-28 06:19:20,bagus,positif
5,2025-05-28 06:18:24,Untuk di perthanakan.. Mudah mengaksesnya.. Mudah di Pahami,positif
5,2025-05-28 06:08:57,mantap,positif
5,2025-05-28 06:08:23,pelayanan sangat ramah,positif
5,2025-05-28 05:46:44,sangat sangat membantu,positif
1,2025-05-28 05:35:17,"aplikasi buruk, mempersulit, bug, dan proses stuck di verifikasi pas lagi buat akun. aneh, kode otp no telfon ga masuk ke sms/wa samsek.. malah makin nunggu lama waktu nya",negatif
5,2025-05-28 05:32:21,bagus d ga pernah terkendali sip dah,positif
5,2025-05-28 05:26:06,mantapz,positif
5,2025-05-28 05:16:15,Bagus banget aplikasinya sangat membantu,positif
1,2025-05-28 05:12:12,lol server ampas ngirim sms buat verifikasi nomer aja gk muncul',negatif
5,2025-05-28 05:10:51,mantap,positif
5,2025-05-28 05:10:10,BPJS indonesia semakin membantu rakyat kecil untuk biaya kesehatan,positif
5,2025-05-28 05:01:16,Tepat dan cepat.,positif
1,2025-05-28 04:56:07,aplikasi ga jls . kode OTP dari semalem nyoba berkali kali ga nongol nongol,negatif
5,2025-05-28 04:55:53,oke,positif
5,2025-05-28 04:54:54,pelayanan bagus dan cepat,positif
1,2025-05-28 04:51:37,verifikasi sampe 6x blm masuk² SMS nya,negatif
4,2025-05-28 04:43:02,"Untuk skrng cukup bagus, udah bisa scan wajah... Respect",positif
5,2025-05-28 04:28:53,layanan cepat,positif
5,2025-05-28 04:27:02,"pelayanan bagus, terimakasih 🙏",positif
5,2025-05-28 04:25:19,sangat baik pelayanan nya,positif
5,2025-05-28 04:17:59,"pelayanan cepat,ramah dan memuaskan.",positif
5,2025-05-28 04:13:32,Oke sesuai harapan,positif
5,2025-05-28 04:06:52,oke,positif
5,2025-05-28 04:05:48,mudah dan mantap,positif
5,2025-05-28 03:56:19,banyak manfaatny,positif
3,2025-05-28 03:55:14,"punya saya kenapa di nonaktifkan min, sedangkan keluarga saya yang masih satu KK BPJS nya masih aktif",netral
1,2025-05-28 03:53:40,emang kalo bikin aplikasi gapernah bener,negatif
5,2025-05-28 03:48:04,alhamdulillah dengan aplikasi ini. saya sangat terbantu sekali.aplikasi yg bikin tekanan darah menaik. aplikasi ini sangat berguna sekali untuk yg tensi darah nya tinggi. terima kasih.,positif
5,2025-05-28 03:44:31,best lah improve terus ya,positif
5,2025-05-28 03:17:32,excellent,positif
5,2025-05-28 03:17:09,Anjay mobile jkn,positif
5,2025-05-28 03:12:00,proses cepat,positif
5,2025-05-28 03:06:09,terimakasih sudah sangat membantu,positif
1,2025-05-28 03:04:11,Jkn sampah verifikasi wajah gagal terus,negatif
3,2025-05-28 03:01:57,dimohon utk pihak apk'nya utk slalu dapat memberikan informasi terkait situasi dan kebutuhan kesehatan yg harusnya dapat betul-betul sebagai fasilitas yg memadai dan sesuai keperluan sehingga bener-bener bermanfaat utk warga masyarakat yg memerlukannya.,netral
1,2025-05-28 02:58:22,"lama! kode verifikasi ga ada Mulu lewat no hp, padahal no nya ada kartu nya ada, ga ada terus, udh ganti no berkali kali, yg adek yang ortu ga ada terus ah no verifikasi nya! lewat email bisa tuh ,kenapa di no ga bisa ,gimana mau registrasi gini aja lemot aplikasi nya! pelayanan kalau mau pke aplikasi yang becus sistem apk nya jangan bkin lelet masyarakat!",negatif
5,2025-05-28 02:57:17,ok,positif
1,2025-05-28 02:51:32,aplikasi yg membuat pusing doang ini mah. masa tiba2 kk gak bisa kepake udh tak benerin di dukcapil masih kaga bisa. kenapa sih sekarang brobat pake ginian segala. di persulit,negatif
4,2025-05-28 02:48:12,jln mantap,positif
4,2025-05-28 02:44:47,bagus dan sangat membantu,positif
5,2025-05-28 02:40:14,mantap,positif
5,2025-05-28 02:40:06,mantap,positif
5,2025-05-28 02:39:40,ok banget,positif
1,2025-05-28 02:24:09,"aplikasi apaan, g guna kode verifikasi nmr hp sama email buat daftar g masuk""",negatif
1,2025-05-28 02:14:53,"aplikasi ga guna dah pake jkn tp tetep antri pdhl dah ada no.antrian dan jam nya di aplikasi ttep aja harus dateng pagi dan dftar antri lagi apa beda nya sama dftar manual. fungsi aplikasi nya apa, cuma bisa di liat data nya doank malah pas mau scan barcode malah gelap saya buka scan aplikasi lain bisa kok",positif
5,2025-05-28 02:13:30,sangat membantu mengetahui tentang pelayanan kesehatan,positif
5,2025-05-28 02:12:53,Bagus,positif
5,2025-05-28 02:05:16,Mantap Dan Luar Biasa,positif
5,2025-05-28 01:57:55,"Aplikasi nya sangat membantu sekali,,mantap lach👍👍👍",positif
5,2025-05-28 01:54:54,ok membantu,positif
5,2025-05-28 01:54:19,bagus,positif
1,2025-05-28 01:53:31,"aplikasi apaan kirim kode otp lewat SMS lama banget kaga jelas,saya sudah 3x kirim kaga masuk²",negatif
5,2025-05-28 01:35:42,Mantap,positif
5,2025-05-28 01:28:41,mantap,positif
1,2025-05-28 01:28:37,"Aplikasi negara rasa tugas anak PKL Nulis “demam” aja dibilang pakai karakter spesial. Serius? Huruf doang loh. Udah coba ulang, ganti HP, tetap error. Ini aplikasi pelayanan kesehatan atau jebakan stres? Kalau cuma bikin orang emosi pas anak sakit, mending gak usah ada. Tim developernya ngetes dulu gak sih sebelum rilis?",negatif
5,2025-05-28 01:27:50,"okee, sangat membantu, tingkatkan lagi",positif
1,2025-05-28 01:25:30,aplikasi gak jelas bikin emosi,negatif
5,2025-05-28 01:22:21,baik dan cepat pelayanannya,positif
1,2025-05-28 01:22:02,heran aplikasi ini di urus gak sih.. kenapa bug terus... kata nya apa2 mesti online tp penyedia aplikasi nya modelan begini hadeehhh..sering error,negatif
2,2025-05-28 01:19:24,"sangat buruk, 2 hari login ga pernah bisa..perbaiki doong jgn dibaca doang, ini kaitannya dengan nyawa loh..masa cuma mo dapet antrian aja ribed banget",negatif
5,2025-05-28 01:17:48,sangat bagus apknya luar biasa,positif
5,2025-05-28 01:17:27,mantap🙏,positif
5,2025-05-28 01:12:48,Mantap,positif
5,2025-05-28 01:10:53,bagus aplikasinya,positif
1,2025-05-28 01:08:45,Kenapa saya tidak bisa melakukan perubahan data lewat aplikasi ini???,negatif
5,2025-05-28 01:03:17,"Terima kasih, sangat bermanfaat",positif
5,2025-05-28 00:56:11,Siap min,positif
5,2025-05-28 00:24:55,Baik,positif
5,2025-05-28 00:13:50,memudahkan layanan,positif
5,2025-05-28 00:09:35,sangat memuaskan pokonya,positif
5,2025-05-28 00:02:41,"pelayanan cepat ,trimakasih",positif
5,2025-05-27 23:58:37,sangat membantu mempermudah,positif
1,2025-05-27 23:57:35,"Aplikasinya mohon dilengkapi untuk hapus data, supaya bisa digunakan untuk menolong orang lain yang tidak punya hp android untuk daftar Mobile JKN. Ini gara-gara nolongin orang hp kita ngg bisa lagi untuk login mobile jkn",negatif
5,2025-05-27 23:36:29,aplikasi tidak bisa update,negatif
5,2025-05-27 22:44:43,kereen,positif
1,2025-05-27 22:39:02,LG error kah? nge lag parah. kacau,negatif
5,2025-05-27 22:28:10,Bagus sekali aplikasi nya,positif
5,2025-05-27 22:16:09,keren,positif
1,2025-05-27 22:05:03,mau ambil antrian tak bisa,negatif
1,2025-05-27 20:55:25,"mau daftar saja tidak bisa, tidak dikasih SMS kode verifikasi nomor hpnya",negatif
5,2025-05-27 20:30:01,sangat bermanfaat lanjut ....,positif
4,2025-05-27 20:29:41,sangat membantu dengan adanya mobile jkn,positif
5,2025-05-27 20:16:31,ada mobile JKN ini sangat membantu suatu saat nanti untuk saya nanti ya.... terimakasih banyak ya.....,positif
1,2025-05-27 20:11:22,Ini aplikasi apaan si sering logout sendiri. mengubah data pribadi lewat aplikasi ya aja ga bisa. buat apa ada aplikasinya kalo ga mempermudah dan harus datang langsung ke kantor BPJS.,positif
1,2025-05-27 19:44:37,yang buat software aplikasinya buruk,negatif
5,2025-05-27 18:04:55,sangat membantu,positif
5,2025-05-27 17:57:19,"terimakasih BPJS kab temanggung ,, bagus ramah sekali pelayanannya",positif
1,2025-05-27 16:46:33,"maaf sebelumnya, tapi apk-nya kenapa ya error gini udah berkali² nyoba buat dptin nomor verifikasi di SMS tapi ga ada satupun SMS yang masuk. padahal nomor aktif dan saya baca di ulasan ini banyak juga yang sama keluhannya, padahal waktu pake email dapat nomor verifikasi-nya tapi giliran pake nomor telp malah ga ada. udah nungguin nyampe 2 jam dan ganti nomor yang lain juga tetap sama, tolong dong kebijakannya untuk memperbaiki aplikasi ini. sangat mempersulit dan tidak pantas.",negatif
4,2025-05-27 16:39:41,bagus,positif
5,2025-05-27 16:03:44,EFFESIEN,positif
5,2025-05-27 15:55:18,makasih atas perubahan lokasi nya,positif
5,2025-05-27 15:54:27,Aplikasi yg sangat lengkap jelas dan mudah dimengerti,positif
1,2025-05-27 15:47:32,"ini niat ga sih bikin aplikasi, cuma ngabisin anggaran negara aja, saya daftar masukin no hp cuman otp ga di kirim2 untuk verifikasi. Aplikasinya lebih bagus tidak usah dibuat, tidak membantu, dan sangat tidak berguna.",positif
5,2025-05-27 15:45:08,Sangat terbantu dengan aplikasi ini.Mudah dan juga sangat gampang dimengerti aplikasi nya.,positif
5,2025-05-27 15:43:42,mantap,positif
1,2025-05-27 15:18:25,"ini gmna udh masukin no telpon buat dapet no otp nya, tapi ga ada pesan masuk kode otp nya padahal udh nunggu lama",negatif
5,2025-05-27 15:10:18,mantap.,positif
1,2025-05-27 15:00:05,"ni apk gjls, nyuruh masukin no tlp giliran ud msukin no tlp kode verifikasi ga muncul tp pulsa uda kesedot bbrp kali grgr ngulang ngulang mulu",negatif
5,2025-05-27 14:55:14,mudah,positif
5,2025-05-27 14:48:58,Ok la.. pokoknys,positif
5,2025-05-27 14:41:32,bagus banget,positif
1,2025-05-27 14:39:07,kode otp nya nggak keluar keluar tolong di perbaiki ni aplikasi,positif
5,2025-05-27 14:35:19,Bisa dicoba dengan mudah pengoperasiannya,positif
2,2025-05-27 14:34:31,berhari² nyoba daftar akun susah bener,negatif
1,2025-05-27 14:33:56,aplikasi gak jelas lupa kata sandi menggunakan SMS tidak masuk udah nunggu 5 menit belum masuk juga SMS kalau gak becus bikin aplikasi jangan lewat online #IndonesiaCemas2045,negatif
1,2025-05-27 14:21:58,susah verifikasi nomor hp nya,negatif
5,2025-05-27 14:19:11,ok,positif
5,2025-05-27 14:05:02,ok,positif
5,2025-05-27 14:04:52,terimakasih mobile JKN sudah mempermudah saya dalam membuat kartu BPJS secara online. sukses selalu dan jangan lupa tetap ramah ketika kami meminta informasi.,positif
2,2025-05-27 14:01:00,"kok otp sms nya ga masuk masuk, coba fix dong😭",positif
5,2025-05-27 13:40:46,mudah jadi praktis,positif
1,2025-05-27 13:16:31,nunngu kode otp nggak di kirim2,negatif
1,2025-05-27 13:15:53,"berobat sekarang aja harus di persulit, kalau orgtua yg berobat atau keluarga ga mampu dgn hp yg ga memadai bagaimana? aplikasi juga sering eror dan susah di mengerti",negatif
5,2025-05-27 13:15:21,bagus,positif
5,2025-05-27 13:12:26,mantap dan bagus sekali,positif
5,2025-05-27 12:53:13,bagus,positif
1,2025-05-27 12:47:37,kagak jelas gua coba berulang kali gagal Mulu ini maunya gimana.anda belum terdaftar sebagai peserta gajelassssss,negatif
5,2025-05-27 12:46:03,"pelayanan masyarakat mudah,, Alhamdulillah wasyukurilaah sehat kewaraasan 🥰",positif
5,2025-05-27 12:45:37,sangat bagus,positif
5,2025-05-27 12:39:09,sangat membantu utk pengecekan dak perubahan data bpjs,positif
5,2025-05-27 12:36:01,mudah dan cepat dalam menggunakan aplikasi ini,positif
1,2025-05-27 12:32:28,mohon maaf.. aplikasi ini sbtulnya bagus. tp sayang sekali agak membuat ribet .. 1. kenapa mendaftar berobat harus pakai aplikasi dulu??? lebih praktis menggunakan kartu fisik atau NIK seperti aturan sebelumnya. ok lah utk anak muda pasti bisa akses jkn mobile. tp utk yg tua berumur bagaimana??? 2. aplikasi ini sering eror.. 3. perubahan data mengapa d persulit?? sy mau ganti nomer tlp yg terdaftar knp susah???,negatif
5,2025-05-27 12:27:46,"Mudah di gunakan, fiturnya juga lengkap",positif
5,2025-05-27 12:25:32,good,positif
1,2025-05-27 12:22:54,kecewa,negatif
1,2025-05-27 12:14:48,masa harus pake pulsa si 😭😭,negatif
1,2025-05-27 12:05:46,Baru daftar status kok gk aktif?,positif
3,2025-05-27 11:56:38,ko saya tidak dapat no otp ya..no sudah benar.pulsa juga sudah ada..mo verivikasi saya,netral
5,2025-05-27 11:45:03,membantu tanpa antri,positif
5,2025-05-27 11:43:52,bagus,positif
2,2025-05-27 11:42:15,"tidak menerima kode otp saat mendaftar, sudah ganti kartu 3x sama saja",negatif
5,2025-05-27 11:38:27,sangat membantu,positif
5,2025-05-27 11:35:08,mantapppll,positif
5,2025-05-27 11:16:29,baik,positif
5,2025-05-27 11:14:41,mudah,positif
5,2025-05-27 11:13:18,sangat membantu,positif
5,2025-05-27 11:09:14,keren,positif
1,2025-05-27 11:07:30,"aplikasi ga jelas, mau verifikasi malah dikirim ke nomor lain, pake email ga bisa, pake muka ga bisa juga.",negatif
5,2025-05-27 11:07:15,bagus,positif
5,2025-05-27 11:01:09,👌👌👌👌,positif
5,2025-05-27 10:51:45,sudah update lumayan baik,positif
5,2025-05-27 10:50:48,pelayanan bagus bngett,positif
5,2025-05-27 10:44:43,"sangat membantu, informasi lengkap",positif
5,2025-05-27 10:44:30,Ok,positif
5,2025-05-27 10:36:16,"mantap apk mobile JKN ini sangat membantu ..buat info kesehatan dan lain"" maksih 😊",positif
